"annee","pole","hopital","service","chef","note","garde","ECOS","pédagogie..5","avis","matiere"
"DFASM2","Pole 6","Lariboisière","Réanimation","Megarbane",15,7,"oui",5,"Globalement stage très bien!
au niveau de l'organisation, le service est divisé en 2 secteurs de réa et 1 secteur d'usc (6 lits/ secteur)
on faisait en sorte d'être tous là les 2 premières semaines (car petits cours tous les matins donnés par les chefs très cool), puis les semaines suivantes on faisait 3 patients/externe (vu que l'interne suit les trois mêmes patients), avec un volant, les autres en off ou vacances (dites pas trop forts que vous faites des off lol mais tant que tous les patients ont un externe c'est le principal en vrai)

au niveau pédago, c'était vraiment top on avait tous les mardis 1 DP fait par un externe + 1 biblio fait par un autre externe + tous les vendredis cours à 8h puis ARC fait par un externe (après le staff). Attention, nouveaux chefs pour les prochains externes : les ARC seront surement remplacés par des ECOS et l'orga des cours risque aussi de changer mais vous en aurez plein vous inquiétez pas :))

Pendant les gardes t'apprends bcp++, tu fais des gestes si y'en a, tu fais des entrées et bmi qui va avec (contrairement aux matinées où tu vas examiner tes patients, mettre des mots d'évol), c'est aussi le moment où tu te rapproches ++ avec internes et chefs, soit les chefs commandent soit c'est le self mon reuf deso 
les infirmiers sont plutôt super sympa
Le matin l'externe de garde présente une entrée de la nuit au staff 

Sinon, le B veut que les pancartes soient faites, perte de temps et inutiles (en vrai il vérifie pas et on les faisait pas mais on sait jamais)
les nouveaux chefs on les connait pas bcp mais ils sont un peu + exigeants et moins fun que ceux d'avant pour certains :( mais y'en a qui vont vous faire kiffer","Urgences-Réanimation"
"DFASM2","Pole 6","Institut Curie","Anesthésie réa","Muret",18,0,"oui",3.5,"Super planque !!! Je l'ai choisi pour ça et j'ai adoré. Ils nous disent de venir 2 demi-journée/semaine, on choisit les jours. Je ne suis pas venue pendant 1 mois entier sans problème. Profitez-en pour faire des gestes, vous reposer et bien réviser. Il y a des cours de cancéro d'1h chaque semaine avec des externes d'autres services, c'est très basique vous avez tout dans le college mais ils vérifient parfois qui vient ou pas. ","Urgences-Réanimation"
"DFASM2","Pole 6","Eaubonne","SMUR","Gautier",18,0,"non",4.5,"2 journées de 12h ou 1 journée de 24h par semaine, au choix, semaine ou week-end. On commence par le dej avec l’équipe, contrôle des sacs et du matériel dans le camion. Nombre d’interventions très variables d’un jour un l’autre. Si c’est calme : en profiter pour discuter avec l’équipe et/ou s’entraîner sur le mannequin. Très bonne ambiance, bienveillance et pédagogie +++
Quelques cours et possibilité de participer aux simulations et staff avec toute l’équipe. ","Urgences-Réanimation"
"DFASM2","Pole 6","Lariboisière","Réanimation","Megarbane",16,7,"oui",5,"Bon stage, il faut faire les pancartes tous les jours et écrire un mot d'evolution tous les jours. On était nombreux donc on avait 3 patients chacuns avec 2 semaines off et 1 semaine de vacances. 
On a des cours tous les vendredis, on a des biblios, des DP et des ARC chaque semaine. 
Les gardes, il faut faire les entrées, on fait des gestes si on demande, et voilà. ","Urgences-Réanimation"
"DFASM2","Pole 6","Louis Mourier","Réanimation","Ricard",20,8,"oui",5,"Excellent stage intérêt pédagogique ++
Foncez les yeux fermés vous ne pouvez que progresser dans ce stage 
De garde on présente une des entrées de la nuit le matin au staff et les chefs prennent énormément de temps pour nous corriger et s’assurer qu’on a la bonne réflexion clinique ","Urgences-Réanimation"
"DFASM2","Pole 6","Cochin","Médecine intensive réanimation","Mira",16,7,"oui",3.5,"Ce stage est particulièrement prenant. Ambiance un peu particulière avec des remarques régulières sur vos connaissances, vos pratiques ou vos présentations. Parfois malheureusement mal justifié et pas forcément de manière bienveillante. 

Le stage reste très formateur sur la présentation du patient puisque vous présentez les patients 2 fois par semaine mardi et jeudi et le lendemain de garde. Vous allez voir également de nombreux cas clinique pour vous entraîner, avec beaucoup de diversité. 

Sur l'organisation, vous arrivez à 8h vous allez voir vos patients, 8h30 transmission et 9h cours par un CCA. A 9h30 il y a la visite. On finit généralement vers 12h30, parfois plus tard lorsque des intervenants extérieurs présentent le midi. 


Le service n'est pas très flexible sur certains points : on ne peut pas poser de KT, vous rédigez vos mots dans un cahier à la main qui sera jeté ensuite et ne pouvez pas l'écrire à l'ordinateur et une personne extérieure même déjà passée dans le service ne peut reprendre votre garde. 


Enfin bref, on ne réalise pas beaucoup de gestes mais le stage est très stimulant sur le plan intellectuel.","Urgences-Réanimation"
"DFASM2","Pole 6","Lariboisière","Réanimation","Mebazaa",18,6,"oui",5,"Très bon stage, les chefs passent bcp de temps à nous expliquer pleins de choses. Très bienveillant si on présente un patient en visite. On suit un patient pas besoin de mettre un mot d’évolution juste examen clinique et pancarte et être capable de le présenter à la visite au cas où. 
3 semaines de vacances et ils sont assez reglo sur les horaires 13h max ","Urgences-Réanimation"
"DFASM2","Pole 6","Louis Mourier","Urgences","Javaud",17,6,"oui",4.5,"Stage incroyable

Le stage est en journée complète de ""12h"" (plutôt 10h voir 8 en décalé)
Une journée complète équivaut donc à 3 matinée de stage 
Dans un semestre de 55 matinée, on doit faire uniquement 18 journée complète!

Maintenant les gardes :
-Elles sont facultatives
-Elles comptent comme du temps de stage (oui oui)
Il est donc possible de faire 9×24h pour boucler son stage (c'est à dire venir 9 fois à l,hôpital pendant le trimestre) avec un super salaire en prime 
-Heure de coucher 1h-3h en général 
-les chefs commandent 1 fois sur 2
-On a pas de DECT donc on ne se fait pas réveiller ! Il faudra juste aller au staff le lendemain à 8h45 

Et les gardes sont facultatives donc possibilité de ne faire que des journées complètes si on n'aime pas ça

L'ambiance: quasi tous les chefs sont sympa, t'expliquent des trucs. Les internes pareil

Cours tout les jeudi à 8h en zoom ou présentiel avec le chef de service.

Au circuit court: assez répétitif mais on devient vite autonome
Circuit long: parfois ennuyant mais ce sont les cas les plus intéressant.
Ne pas hésiter à demander de passer en circuit long 

Bref mon meilleur stage pour l'instant","Urgences-Réanimation"
"DFASM2","Pole 6","Lariboisière","Réanimation","Mebazaa",17,7,"oui",5," ","Urgences-Réanimation"
"DFASM2","Pole 6","Cochin","Médecine intensive réanimation","Mira",17,4,"oui",3.5,"C’est un stage prenant et fatiguant mais formateur","Urgences-Réanimation"
"DFASM2","Pole 6","Lariboisière","Réanimation","Mebazaa",17,6,"oui",4.5,"Bon stage mais qui demande de l’investissement et du temps passé en stage.  Bcp de neuro donc mieux d’avoir déjà fait le Pole avec la neuro. Chef très sympa et pédagogue pour la plupart. Bcp d’externes dans le stage ce qui permet d’avoir 3 semaines off. Staff de 1h30 à partir de 8h30 tous les matins intéressant mais long. 1 DP a préparer par externe qui est fair avec un chef le vendredi: généralement 1 cours par semaine. Séance avec le psychologue toutes les 2 semaines ","Urgences-Réanimation"
"DFASM2","Pole 6","Bichat","Réanimation","Montravers",14,8,"non",3.5,"Tu pars jamais après 12h30, les chefs sont sympatiques mais pas beaucoup d’encadrement","Urgences-Réanimation"
"DFASM2","Pole 6","Beaujon","Réanimation","Weiss",17,7,"non",5,"Internes et séniors super sympas et disponibles pour nous apprendre des trucs. Bonne ambiance.
Assez chargé mais c'est un stage de réa!
Les visites sont en fait pour les externes : des entrainements pour présenter et des explications et rappels.
Externes nombreux. On a en général un seul patient, ce que je trouve peu. On est très moyennement utiles en général : mot d'évolution, pancarte, quelques missions et brancardages :).
En RHD on est moins pris en charge mais pas mal intéressante  (je l'ai faite lors du changement d'internes donc les chefs internes avaient moins de temps pour nous)
Trauma center donc assez redondant en matière de cas. +++ neuroréa et polytraum
Très bon stage de réa sinon.","Urgences-Réanimation"
"DFASM2","Pole 6","Lariboisière","Réanimation","Mebazaa",15,6,"non",4,"Au niveau des matinées de stage :
-nos missions c’est principalement d’examiner le patient et de remplir la pancarte, on a un seul patient à gérer, encadrement moyen, parfois on est un peu perdu sur ce qu’on doit faire et les internes ne sont pas forcément dispo pour nous, visite tous les jours a midi, on presente le mardi et jeudi 
-les gardes : on suit globalement l’interne tout le temps, on fait le Bmi s’il y a des entrées on doit le presenter au staff le lendemain, on fait quasi pas de gestes juste parfois on te pose quelques questions 
- les cours : le meilleur point du service les cours sont vraiment au top 1 par semaine et il a aussi 1 un dp par externe a faire le vendredi 
- l’ambiance : les chefs sont bienveillants et on est accompagné psychologiquement ","Urgences-Réanimation"
"DFASM2","Pole 6","Lariboisière","Réanimation","Mebazaa",16,6,"oui",5,"bien encadrée. Hyper bienveillant et Rdv psy toutes les deux semaines en groupe. 

Mais c’est une réa NEURO +++ surtout HSA. Donc pas hyper transversal. Mais très pédagogue.

Vous serez jamais lâché après 13h. Ils regardent l’heure pdt la visite pour nous dire de partir.


L’avantage d’être bcp, c’est qu’en plus de la semaine de vacances. On avait deux semaines en plus. Donc 3 semaines off non négligeable. Et on avait 5-7 gardes pdt le trimestre ","Urgences-Réanimation"
"DFASM2","Pole 6","Saint-Louis","Réanimation","Plaud",18,7,"non",5,"Réa plutôt spécialisée en chir dig : beaucoup d'oesophagectomies/coloplasties ++++, cytoreduction/CHIP + beaucoup d'ingestion de caustique. Parfois EME, greffe rénale

Centre de traitement des brûlés : 3 unités selon la gravité des patients. Allez au maximum au 1 car grand brûlés/patients réanimatoires, c'est l'occasion de participer aux pansements + de s'habiller avec les chirs plastiques pour les greffes de peau
Le reste au 2, 0 utilité d'aller au secteur 3

Points positifs : 
- les externes présentent à la visite de 12h le lundi/mardi/jeudi, c'est formateur +++, chefs pédagogues
- gardes intéressantes, s'il y a une entrée on fait le CRH et on présente le patient aux trans 
- internes et chefs accessibles, ils vous expliquent plein de choses

Points négatifs :
- ""staff des problèmes"" du mercredi et staff infectio du vendredi bof utiles
- quasi pas de gestes (bcp de néo internes)","Urgences-Réanimation"
"DFASM2","Pole 6","Louis Mourier","Urgences","Javaud",17,0,"non",5,"Stage au SMUR de LMR, nouveau service, donc les médecins, infirmiers et ambulanciers apprennent à se connaitre et à travailler ensemble donc ils sont hyper ouverts et c'est donc super agréable car simple de se faire une place au sein du groupe. On a une relation privilégiée avec eux car on passe toute la journée ensemble à pas nombreux
Franchement tout le monde est tellement bienveillant c'est vraiment rare
Quant à l'activité du SMUR, vu qu'il est nouveau, la zone d'intervention n'est pas bien grande donc il y a très peu de sorties (1,8/jour selon les stats, perso j'ai du faire 5 journées blanches...) mais bon c'est chill et on ne s'ennuie pas, du coup pas mal de temps pour bosser quand il n'y a pas de sorties.
Pour l'organisation de l'emploi du temps c'est 19 journées complètes dont 2 samedis et 2 dimanches obiligatoires, dimanches comptés comme des gardes
Horaires : 8h-18h, parfois plus tard si on part en intervention après 17h, mais franchement, c'est un super stage.
Je n'ai pas mis 20 car pour le coup, médicalement parlant je n'ai pas appris/vu grand chose, je pense que c'est très ""journée"" dépendant, à vous d'avoir de la chance et d'avoir des sorties sur des trucs formateurs","Urgences-Réanimation"
"DFASM2","Pole 6","Louis Mourier","Médecine interne","Aslangul",12,0,"non",3.5,"Il faut être assez carré dans votre "" rôle d'externe "" meme si l'organisation de certains interne chef peuvent parfois être perturbante mais au moins personne n'aura rien à vous reprocher ","Médecine interne"
"DFASM2","Pole 6","Cochin","Médecine intensive réanimation","Mira",15,6,"non",3.5,"Stage tres interessant mais assiduité +++ et remarque des chefs un peu dures a pas prendre personnellement. Ils attendent beaucoup de nous et parfois on peut se sentir comme une merde (surtout au début). Bonne ambiance générale possibilité de vraiment bosser avec les internes et les chefs si on s’investit. Les gardes un peu chiant on sert à rien. Demander aux infirmiers de faire les gestes avec eux ils sont trop sympas 
","Urgences-Réanimation"
"DFASM2","Pole 6","Necker","Réanimation chirurgicale","CARLI",18,0,"non",4,"Stage semi planque ou on est là que 2 semaines sur 3 (à 3), on a juste 1 patient a suivre et a bien connaître, on le présente à la visite, il y a staff tous les matins 8h45 et visite tous les jours, cours pour les externes prévu le jeudi (en fonction des disponibilités des chefs) et mercredi pour les internes. Vous pouvez aussi allez jeter un coup d'œil côté anesth y a un bloc d'uro au même étage donc y a moyen de voir 3 spes en 1 stage si vous voulez ","Urgences-Réanimation"
"DFASM2","Pole 6","Necker","Réa chirurgicale","Carli",13,0,"oui",3,"Ce stage n’est pas planque, pas de fou en tout cas, on a 2 semaines sur 3 de stage avec des horaires de 8h45-13h. Les mâtinées se finissent quasi jamais avant 13h 
Il faut s’investir dans le stage et donner du sien si vous voulez apprendre bcp de choses sinon vous etes presque une plante 
Visite tous les jours, longue où vous devrez presenter le patient que vous prenez en charge","Urgences-Réanimation"
"DFASM2","Pole 6","Bichât","Réanimation maladies infectieuse","TIMSIT",20,8,"non",5,"Les matinées les plus rentables de mon externat !
Des cours tout les jours de 11h à midi.
Seul point négatif, faire les pancartes de tes patients tt les matins mais bon en vrai ça pèse pas lourd dans la balance vs tout le positif du stage !
Si vous voulez une formation ++ avec un peu de planque en cadeau vous êtes au bon endroit !
Car oui on est un peu trop et y a moy de gratter du OFF en plus ! Ils sont chill +++ sur ça tant que vous êtes honnêtes et organisés entre co-externes ! ","Urgences-Réanimation"
"DFASM2","Pole 6","Beaujon","Réanimation","Weiss",18,7,"non",4.5,"Super stage, mais très prenant. On sort à 13h pile, et les gardes commencent à 17h.
Sinon les chefs et internes sont incroyables, on voit une grosse partie du collège de réa. ","Urgences-Réanimation"
"DFASM2","Pole 6","Sainte-Anne","Psychiatrie : SHU","PLAZE Sainte",10,5,"oui",3.5,"Concernant le 1re étage (secteur fermé) : 
Secteur particulier avec le plus souvent des hospitalisations sous contraintes 
Beaucoup de schizophrenie, troubles délirants, dépressions 
Essayez de vous greffer à un interne qui vous demandera autre chose que d’aller faire des examens cliniques et des ecg … 
Les visites du mardi peuvent être intéressantes avec possibilité de voir pas mal de patients
Lundi : fin a 11h30 car staff de service non obligatoire pour les externes 
Mercredi : présentation clinique d’un patient par un chef du service, pas mal pour la semio mais fin tardive vers 13h en général 
Bonne ambiance en stage mais pas le plus rentable pour les ecn ","Psychiatrie"
"DFASM3","Pole 1","Bichat","Urologie","Hermieu",18,0,"oui",5,"Top","Urologie"
"DFASM3","Pole 5","Robert Debré","Cardiologie Neonatale","Beyler",13,0,"oui",4.5,"Stage un peu spécialisé. On est 2 D4 +2 D3 à se répartir entre salle ou consult. Au moins 1 externe en salle. 

La salle comporte 5 lits avec 1 interne + 1 chef/CCA. On peut revoir la pédiatrie mais ça reste quand même très axé malformations cardiaques et on a vite fait le tour ou les connaissances ne sont pas de notre niveau. Globalement on a pas grand chose à faire donc on peut vite s'ennuyer. 

En consultation on voit beaucoup de cas différents (exploration d'un souffle, suivi post opératoire de chirurgies cardiaques, troubles du rythme) et on voit énormément d'échographies cardiaques +++. Après au bout d'un moment ça devient aussi un peu redondant malheureusement. 

De l'autre côté il y a une bonne ambiance dans le service, le Dr.Beyler tient vraiment à ce qu'on apprenne des choses et il y a plusieurs ECOS organisés.

Niveau horaires c'est assez souple. Vers 9h en salle et les consultations vers 9h/9h30 en fonction des jours. Pour les horaires de fin ça dépend des jours mais globalement midi les matins et 16h/17h l'après midi. Ne pas hésiter à demander à partir quand vous êtes en consult car elles prennent souvent du retard.

tdlr : Pas le stage le plus axé EDN/ECOS mais bonne ambiance et plutôt flexible. Difficile par contre d'avoir un vrai statut de super externe vu le côté sur spécialisé et la petite taille du service.","Pédiatrie"
"DFASM3","Pole 3","Bichat","Rhumatologie","Dieude",20,0,"oui",5,"Tres bon stage de d4 : beaucoup de clinique, d’imagerie et de geste, de diagnostique variés et de prise en charge à établir, 
Stage très complet, équipe au top super ambiance + très pédagogue , je veux faire rhumato, 

HDS : faire les entrées voir ses patients tous les jours c’est assez carré, visite mardi et jeudi matin on présente, c’est super pour la d4 on apprend énormément et on interagit beaucoup avec le patient seul, très autonome on sort vers 17h 

HDJ pas encore passé par ça a l’air cool 

Salle : très prenant mais on apprend beaucoup sortie possible à 20h 

CAAB : mini cas clinique d’arthrite diverses, a cheval entre la consult et l’HDJ, très interessant ","Rhumatologie"
"DFASM3","Pole 6","Saint-Louis","Réanimation brûlés","Mebazaa-Plaud",14,7,"oui",2,"D4 ici : ça fait une semaine de stage seulement donc ça peut évoluer.
Notre place en tabt que d4 n'est pas bien définie. Le matin, on a rôle d'externe de base on voit nos patients on écrit nos mots sur du papier, et voila, on assiste à la visite, on mange, et l'aprem, il se passe pas grand chose...on a des petites missions du genfe accompagner des patients en radio, passer des appels. Apres, on vient d'arriver ainsi que les internes qui sont majoritairement premier semestre donc c'est chaud. Les chefs sont plutot cool. Les internes aussi. L'equipe paramedicale aussi. Il ha aussi une bonne ambiance. Je pense qu'en avançant dans ke stage les choses vont aller pour le mieux, ce n'est que le debut (je n'ai fait qu'une semaine qu'en rea chir et pas de garde encore).
","Urgences-Réanimation"
"DFASM3","Pole 4","HEGP","Médecine interne","Pouchot",17,0,"oui",4,"Très bon stage de médecine en D4 pour faire un petit tour de plusieurs spé (neuro, cardio, pneumo, néphro, infectio, …)","Médecine interne"
"DFASM3","Pole 1","Cochin","Pneumologie","ROCHE",16,1,"non",4,"Super stage pour un début de d4 où on prend peu a peu la place de l’interne ( en tout cas dans mon unité= chrétien rouge) ","Pneumologie"
"DFASM3","Pole 6","Institut Curie","Anesthésie réa","Muret",20,0,"oui",5,"Trop de temps de stage en D4","Urgences-Réanimation"
"DFASM3","Pole 2","Saint-Louis","Hematologie Adolescents","Boissel",15,0,"oui",3.5,"Stage peu flexible, ils attendent beaucoup de vous. Peu d’ordis pour les externes donc beaucoup de temps d’attente et peu d’autonomie. Ambiance incroyable avec les internes et l’équipe soignante. Stage intéressant, surtout des leucémies de l’adolescent et des drépanocytaires greffés. Possibilité de s’y investir ++ l’aprem pour les D4.","Hématologie"
"DFASM3","Pole 2","Louis Mourier","Département Digestif","Coffin/Moskowicz",15,4,"oui",4,"Bon stage, par contre la salle de dig est pas très intéressante (beaucoup de préparations d'examens endoscopiques)","Hépato-Gastro-Entérologie"
"DFASM3","Pole 1","Saint-Joseph","Cardio médicale","Cador",18,1,"oui",4.5,"Les D4 ne peuvent pas tourner entre les secteurs contrairement aux D2 ce qui est vraiment dommage car il y a des secteurs plus formateurs que d’autres (pas beaucoup d’activité en hospitalisation de semaine.) En hospitalisation conventionnelle c’est essentiellement dès décompensations cardiaques sur arythmie avec pose de pacemaker ou gestion de FA. Les chefs en hospitalisations sont adorables et pédagogues. L’ambiance est au rendez vous et on nous autonomise petit à petit pour prescrire et faire les entrées l’après midi. ","Cardiologie"
"DFASM3","Pole 6","Saint-Joseph","Réanimation médicale","BRUEL St",17,5,"oui",4.5,"Interressez vous, les internes et les chefs sont hyper sympa, niveau geste il faut forcer un peu mais ils vous laisseront en faire, plongez dans les dossiers, allez voir les infs et votre stage ce passera super bien 
PS faut pas arriver en retard ","Urgences-Réanimation"
"DFASM1","Pole 1","HEGP","Hypertension artérielle","Azizi",15.5,5,"oui",4,"on va pas se mentir c’est pas le stage de le plus utile pour le pôle, l’HTA c’est 1 item y a un peu de nephro et pas mal d’endoc :// maintenant tout le monde sera hyper opé à répondre à vos questions (en + y a des internes de socle, ils veulent que ça), et surtout ils ont le TEMPS d’y répondre. Globalement c’est pas un stage très stressant, la semaine est séparée en 2 avec les patients qui rentrent le lundi et sortent le mercredi après la visite et rebelote entrées mercredi aprem et sortie après la visite du vendredi, notre rôle c’est juste d’apprendre à faire une observ et à présenter en visite (2 patients/visite) et s’intéresser, rien de plus :)) 
Tout le monde est ultra bienveillant, les chefs sont super pédagogues et bon délire, en plus d’être ultra chauds dans leurs spés 
—> en gros vous allez trouver le stage un peu long parce qu’il est pas ultra intéressant, mais vous allez apprendre à être (trop) systématiques dans vos observ et oublier 0 détails et juste c’est feel good et pas trop prenant 
(+ vous allez rencontrer Aurélien aka mon idole ❤️) 

---

Globalement stage sur des thèmes assez restreints (s'ils ne sont pas hors pole aka endocrino et diabéto à gogo): il faut pas mal s'investir pour trouver les histoires intéressantes mais ça peut vite se diversifier (AVC, insuffisance cardiaque, insuffisance rénale chronique, réa...). Les gardes en USIC permettent de faire de la vraie cardio. Profils d'internes très variés: néphrologue, cardiologue, vasculaire, endocrinologue. Cela permet d'avoir des petits cours sur un peu tout, même si ça ne concerne pas les patients du service. Les 2 staffs par semaine peuvent vite devenir longs, certains font cependant réellement progresser sur la présentation des patients et leur prise en charge globale (et vous découvrirez cette légende humaine d'Aurelien). Le stage est chill mais pas planque, il y a des choses à faire comme le service change complètement tous les 2 jours mais vous avez le temps de bien vous occuper de vos patients. 
Globalement, c'est un stage dont on peut avoir fait le tour en un plus d'un mois: les internes et l'équipe permettent de tout de même continuer à progresser, et vous pourrez partir plus tôt pour aller travailler à l'approche des partiels: si le stage avait pas été pole 1 et les thèmes plus variés, ça aurait été un 20/20 d'emblée. Probablement un bon stage d'été: transversal et assez chill","Cardiologie"
"DFASM1","Pole 1","Saint-Joseph","Cardio méd","CADOR St",16.5,5.5,"non",4.5,"Aucune

---

Stage intéressant qui permet de bien apprendre la cardio, pas planqué du tout (fiche d’émargement à signer tous les jours). Très interne dépendant.
Cours sur l’ECG toutes les semaines avec le Dr Abassade, un peu long parfois mais qui permet de bien apprendre tout l’ecg sans travailler trop le collège. Cours sur les vavulpathies.
Les gardes sont interessantes et assez chill, l’interne ou chef prend souvent le temps de répondre à nos questions et d’expliquer certains points de cours et on peut se coucher assez tôt.

---

Privilegiez l’USIC que ce soit pour apprendre ou « planquer » en finissant a 11H30 facilement si patients vus.  Tres autonome, a vous d’etre investis sinon stage non rentable.
Presence a signer +/- verifié. Encadrement et cours geniaux. 
Tres ennuyeux depuis le retour des D4 post ECN car trop d’externe ds le service.

---

Si vous êtes nuls en ECG, prenez ce stage ++, les cours du Dr Abassade (une fois par semaine) sont une mine d'or. Essayez de vraiment prendre 2 ou 3 patients et de les prendre en charge en faisant le rapprochement avec vos cours(clinique, examens complémentaires, traitements...), c'est ce qui fait le plus progresser et vous permettra de rentabiliser le temps de stage, qui est assez prenant. Avec les patients on balaye quasi tout le programme de cardio. Ce n'est pas un stage planque, ils font émarger. Les internes n'ont pas toujours le temps de répondre aux questions mais n'hésitez pas à demander quand le moment vous parait opportun, souvent ils vous expliqueront. Ils attendent pas grand chose des externes donc motivez-vous pour optimiser votre temps de stage en vous investissant parce qu'il y a possibilité de pas faire grand chose mais vous pourrez pas vraiment partir tôt donc ce sera du temps perdu. ","Cardiologie"
"DFASM1","Pole 1","HEGP","Cardiologie USIC","Hagège",18.4,4.8,"oui",4.7,"Stage vraiment trop cool. Je recommande ++ très utile pour le pôle 1 pour se décharger un peu de l’apprentissage de la cardio 
Perso j’aimais pas la cardio et ce stage m’a appris à l’aimer +++ 
Les internes étaient tellement cool vraiment on se sentait super bien encadrées, trop bonne ambiance, pauses cafés avec les internes +/- déjeuner avec eux donc vraiment top (après ça dépendra évidemment des internes futurs)
Les cours (2x par semaine) sont généralement super intéressants et gros bonus pour voir/revoir un item 
Assez gros horaire quand même, il faut être assez investi et globalement 4-5 gardes dans le trimestre (plus 5 que 4). Garde à l’USIC donc top si vous êtes dans une autre unité de base vous luciepellier@yahoo.fr passerez quand même. J’étais en C1 et je recommande (pour le pôle 1 le plus utile reste l’unité C1 et l’USIC selon moi puis C2 = la rythmo et enfin C3 car un peu plus niche, c’est sur les cardiopathies congénitales tout ça)
Notre orga (on était 3 dans l’unité) : 1 semaine demi journée puis 1 semaine Journées complètes puis 1 semaine off et ainsi de suite (mais vous pouvez faire comme vous voulez tant que il y a 2 personnes le matin et 1 l’aprem)

---

Reparti aléatoirement sans roulement au début parmi les 4 secteurs. J'ai eu l'USIC, très benef. Très bien formé en cardio et pour le pôle 1.
Horaires de garde / astreinte un peu relou.
Stage classique, on est pas mal avec les internes, on fait des mots d'évolution et des missions d'externes, TB pour un stage de D2.
Équipe Med et paramed bon délire.

---

4 UNITES :
- USIC 
- C1 : Valvulopathies
- C2 : Rythmologie
- C3 : Cardiopathies congénitales adultes
Pour ma part : USIC (les autres unités sont bien mais trop spécifiques...)
8 h 45 - 12 h 30 + astreinte 1 samedi sur 3
Très prenant pour le pôle 1 mais ce stage est exceptionnel et donne une base ultra solide en cardio sur tous les items !!
L'ambiance dans l'équipe médicale est OUF (PUPH top) et pareil chez les paramédicaux
On a plein de responsabilités on doit se bouger (5 patients par personne par jour !)
À mettre très haut dans les choix

---

Le stage de divise en 4 unités, moi jetait en C3 cardio congénital, à première a abord ça parait pas ouf, mais franchement stage trop bien 
On vous propose d’être en journée complète alterner avec vos co externes de C3 c’est pas obligé mais franchement c’est mieux, vous avez plsu de temps sur les dossiers, vous vous intégrez mieux dans le service 
Alors concernant ce que vous allez apprendre, c’est vrai que la plupart des choses sont hors programme mais si vous avez des questions sur autre choses n’hésitez pas ils répondent à tous ( ++ Pauline qui est mtn DJ ) 
Vraiment bonne ambiance dans le stage 
Les gardes en USIC c’est aléatoire mais dans la globalité ça se passe bien et parfois vous partez dormir à 23h parfois a 3h. Le seul truc c’est qu’il vous font arrivé a 14h et c’est pas toujours utile parfois il n’y a rien a faire et surtout qu’il y a mtn les d4 l’aprem  

---

Stage que je recommande +++ pour bien aborder la cardio. En rythmo, on s’est réparti avec mes costagiaires de sorte à ce que chacun fasse 1 semaine sur 3 en journées entières. Le matin, on fait les ECG des sortants (+ on apprend à les analyser), ensuite, on se penche sur les entrées en préparant les observations. Le midi, on va déjeuner au self avec les internes. L’après-midi, on va voir les entrants pour faire l’examen clinique et l’interrogatoire, puis on reprend le tout avec les internes pour compléter les dossiers.
Les gardes et les cours permettent de voir d’autres pathologies cardiaques que celles vues en rythmo, et les internes sont dispos ++ pour repondre à vos questions","Cardiologie"
"DFASM1","Pole 1","Necker","Néphrologie","JOLY",14.7,0,"oui",4.2,"Alors la salle c'est un peu l'enfer, on est beaucoup trop pour le nombre de patients, ce qui fait qu'on se fait vraiment chier, et comme c'est 2/3 du stage et bien c'est très relou.
En plus, même si on est inutile en salle on doit quand même venir, c'est pas planque: on s'est même fait engueuler par Pr Joly pour vraiment quelques absences mais rien d'excessif.
Tout les mercredi il y a staff anapth et on est sencé présenter nos patients qui se font biopsier par un power point, c'est intéressant de faire le power point mais par contre le staff en lui même est incompréhensible à notre niveau.
Les deux seuls point positifs du stage sont les cours assez qualitatifs et réguliers qui m'ont permis de bien comprendre la nephro en pole 1. Et l'hdj qui est vraiment formateur avec un vrai accompagnement des cca qui nous font faire des debrifs de cas et où l'on a vraiment un rôle important seul problème on fini quasi tout le temps super tard  (14h une fois)
En bilan je recommande pas ce stage en pôle 1, pas planque, externe 3/4 du temps inutile et rapport temps passé/choses apporté est pas ouf.

---

Les cours sont vraiment intéressants et le stage aide vraiment à comprendre et apprendre la néphro 

---

Hospit bcp plus chill que hdj ou on est bcp plus fliqués (parfois on nous en demande beaucoup pour une journee censee finir a 13h mais bon) mais ou on apprend bcp sur la nephrologie qui aurait ete college 10x plus dur sans ce stage pour moi. Selon les medecins on a meme des ptits cours improvises sur les patients du jour (professeurs tres doues et pédagogues profitez un max). Hospit on se marche un peu sur les pieds entre externes (avec les d4 ++) et c est pas mal de la medecine interne (pas facile en debut d externat), interne dependant ++. Prenez des initiatives sinon vous ferez rien, on a pas besoin de vous alors rendez vous utiles pour pas gacher votre stage. ","Néphrologie"
